"","Respondent","Choice","Option","ChoiceMade","Chosen","Policy","Experience","Party_Affiliation","Gender"
"1136",57,8,"B",1,"B","Tax Cuts","Newcomer","Party A","Female"
"1137",57,9,"A",1,"A","Healthcare Reform","Newcomer","Party A","Female"
"1138",57,9,"B",0,"A","Climate Change Action","Veteran","Party B","Male"
"1139",57,10,"A",1,"A","Tax Cuts","Veteran","Party B","Female"
"1140",57,10,"B",0,"A","Healthcare Reform","Veteran","Party B","Male"
"1141",58,1,"A",1,"A","Tax Cuts","Newcomer","Party B","Female"
"1142",58,1,"B",0,"A","Tax Cuts","Newcomer","Party B","Male"
"1143",58,2,"A",0,"B","Tax Cuts","Experienced","Party A","Male"
"1144",58,2,"B",1,"B","Climate Change Action","Newcomer","Party B","Male"
"1145",58,3,"A",1,"A","Climate Change Action","Newcomer","Party A","Male"
"1146",58,3,"B",0,"A","Climate Change Action","Newcomer","Party B","Female"
"1147",58,4,"A",1,"A","Healthcare Reform","Newcomer","Party B","Female"
"1148",58,4,"B",0,"A","Climate Change Action","Newcomer","Party A","Female"
"1149",58,5,"A",1,"A","Tax Cuts","Experienced","Party B","Female"
"1150",58,5,"B",0,"A","Healthcare Reform","Newcomer","Party B","Male"
"1151",58,6,"A",1,"A","Tax Cuts","Newcomer","Party A","Female"
"1152",58,6,"B",0,"A","Climate Change Action","Newcomer","Party B","Female"
"1153",58,7,"A",1,"A","Tax Cuts","Newcomer","Party B","Male"
"1154",58,7,"B",0,"A","Healthcare Reform","Newcomer","Party B","Female"
"1155",58,8,"A",0,"B","Climate Change Action","Veteran","Party B","Male"
"1156",58,8,"B",1,"B","Tax Cuts","Newcomer","Party A","Male"
"1157",58,9,"A",1,"A","Climate Change Action","Newcomer","Party A","Female"
"1158",58,9,"B",0,"A","Healthcare Reform","Newcomer","Party A","Female"
"1159",58,10,"A",1,"A","Climate Change Action","Experienced","Party B","Male"
"1160",58,10,"B",0,"A","Healthcare Reform","Newcomer","Party B","Female"
"1161",59,1,"A",1,"A","Climate Change Action","Experienced","Party A","Female"
"1162",59,1,"B",0,"A","Healthcare Reform","Veteran","Party B","Female"
"1163",59,2,"A",1,"A","Tax Cuts","Newcomer","Party A","Female"
"1164",59,2,"B",0,"A","Tax Cuts","Experienced","Party A","Male"
"1165",59,3,"A",1,"A","Climate Change Action","Veteran","Party B","Male"
"1166",59,3,"B",0,"A","Climate Change Action","Veteran","Party A","Female"
"1167",59,4,"A",1,"A","Healthcare Reform","Experienced","Party B","Female"
"1168",59,4,"B",0,"A","Tax Cuts","Newcomer","Party B","Male"
"1169",59,5,"A",1,"A","Tax Cuts","Newcomer","Party B","Female"
"1170",59,5,"B",0,"A","Healthcare Reform","Newcomer","Party A","Male"
"1171",59,6,"A",0,"B","Healthcare Reform","Veteran","Party A","Male"
"1172",59,6,"B",1,"B","Tax Cuts","Veteran","Party B","Female"
"1173",59,7,"A",1,"A","Healthcare Reform","Experienced","Party B","Male"
"1174",59,7,"B",0,"A","Healthcare Reform","Veteran","Party B","Male"
"1175",59,8,"A",0,"B","Healthcare Reform","Newcomer","Party B","Female"
"1176",59,8,"B",1,"B","Climate Change Action","Experienced","Party B","Female"
"1177",59,9,"A",0,"B","Tax Cuts","Veteran","Party A","Male"
"1178",59,9,"B",1,"B","Healthcare Reform","Experienced","Party A","Male"
"1179",59,10,"A",1,"A","Tax Cuts","Newcomer","Party B","Male"
"1180",59,10,"B",0,"A","Healthcare Reform","Newcomer","Party B","Male"
"1181",60,1,"A",1,"A","Healthcare Reform","Veteran","Party A","Male"
"1182",60,1,"B",0,"A","Climate Change Action","Newcomer","Party A","Female"
"1183",60,2,"A",0,"B","Tax Cuts","Newcomer","Party B","Male"
"1184",60,2,"B",1,"B","Tax Cuts","Newcomer","Party A","Male"
"1185",60,3,"A",0,"B","Healthcare Reform","Experienced","Party B","Male"
"1186",60,3,"B",1,"B","Healthcare Reform","Veteran","Party A","Female"
"1187",60,4,"A",0,"B","Tax Cuts","Experienced","Party A","Female"
"1188",60,4,"B",1,"B","Tax Cuts","Newcomer","Party A","Female"
"1189",60,5,"A",1,"A","Healthcare Reform","Experienced","Party A","Male"
"1190",60,5,"B",0,"A","Tax Cuts","Veteran","Party B","Female"
"1191",60,6,"A",1,"A","Healthcare Reform","Newcomer","Party B","Male"
"1192",60,6,"B",0,"A","Healthcare Reform","Newcomer","Party A","Male"
"1193",60,7,"A",1,"A","Tax Cuts","Newcomer","Party A","Female"
"1194",60,7,"B",0,"A","Healthcare Reform","Newcomer","Party A","Female"
"1195",60,8,"A",0,"B","Tax Cuts","Experienced","Party B","Female"
"1196",60,8,"B",1,"B","Climate Change Action","Veteran","Party B","Female"
"1197",60,9,"A",1,"A","Healthcare Reform","Experienced","Party B","Female"
"1198",60,9,"B",0,"A","Healthcare Reform","Experienced","Party A","Female"
"1199",60,10,"A",1,"A","Climate Change Action","Newcomer","Party A","Female"
"1200",60,10,"B",0,"A","Healthcare Reform","Newcomer","Party B","Female"
"1201",61,1,"A",1,"A","Tax Cuts","Experienced","Party B","Male"
"1202",61,1,"B",0,"A","Healthcare Reform","Veteran","Party A","Female"
"1203",61,2,"A",1,"A","Climate Change Action","Experienced","Party B","Female"
"1204",61,2,"B",0,"A","Climate Change Action","Newcomer","Party B","Male"
"1205",61,3,"A",0,"B","Tax Cuts","Newcomer","Party A","Female"
"1206",61,3,"B",1,"B","Healthcare Reform","Veteran","Party A","Male"
"1207",61,4,"A",1,"A","Healthcare Reform","Newcomer","Party B","Female"
"1208",61,4,"B",0,"A","Climate Change Action","Experienced","Party B","Female"
"1209",61,5,"A",1,"A","Healthcare Reform","Experienced","Party A","Female"
"1210",61,5,"B",0,"A","Tax Cuts","Experienced","Party A","Female"
"1211",61,6,"A",1,"A","Tax Cuts","Experienced","Party A","Female"
"1212",61,6,"B",0,"A","Climate Change Action","Veteran","Party B","Female"
"1213",61,7,"A",0,"B","Tax Cuts","Newcomer","Party A","Female"
"1214",61,7,"B",1,"B","Healthcare Reform","Newcomer","Party B","Male"
"1215",61,8,"A",1,"A","Climate Change Action","Newcomer","Party A","Male"
"1216",61,8,"B",0,"A","Climate Change Action","Veteran","Party A","Male"
"1217",61,9,"A",0,"B","Climate Change Action","Veteran","Party A","Female"
"1218",61,9,"B",1,"B","Tax Cuts","Newcomer","Party B","Male"
"1219",61,10,"A",1,"A","Tax Cuts","Veteran","Party B","Male"
"1220",61,10,"B",0,"A","Healthcare Reform","Experienced","Party A","Male"
"1221",62,1,"A",1,"A","Healthcare Reform","Newcomer","Party B","Female"
"1222",62,1,"B",0,"A","Healthcare Reform","Experienced","Party B","Female"
"1223",62,2,"A",0,"B","Climate Change Action","Experienced","Party B","Female"
"1224",62,2,"B",1,"B","Climate Change Action","Veteran","Party B","Female"
"1225",62,3,"A",0,"B","Climate Change Action","Newcomer","Party B","Female"
"1226",62,3,"B",1,"B","Tax Cuts","Experienced","Party A","Female"
"1227",62,4,"A",1,"A","Tax Cuts","Veteran","Party B","Male"
"1228",62,4,"B",0,"A","Climate Change Action","Veteran","Party B","Female"
"1229",62,5,"A",1,"A","Healthcare Reform","Experienced","Party A","Male"
"1230",62,5,"B",0,"A","Tax Cuts","Experienced","Party A","Female"
"1231",62,6,"A",1,"A","Tax Cuts","Experienced","Party A","Female"
"1232",62,6,"B",0,"A","Healthcare Reform","Newcomer","Party B","Female"
"1233",62,7,"A",1,"A","Healthcare Reform","Veteran","Party B","Male"
"1234",62,7,"B",0,"A","Climate Change Action","Newcomer","Party B","Male"
"1235",62,8,"A",1,"A","Tax Cuts","Experienced","Party B","Female"
"1236",62,8,"B",0,"A","Climate Change Action","Newcomer","Party A","Male"
"1237",62,9,"A",1,"A","Healthcare Reform","Veteran","Party A","Male"
"1238",62,9,"B",0,"A","Climate Change Action","Newcomer","Party A","Male"
"1239",62,10,"A",1,"A","Tax Cuts","Newcomer","Party A","Female"
"1240",62,10,"B",0,"A","Healthcare Reform","Newcomer","Party A","Female"
"1241",63,1,"A",0,"B","Healthcare Reform","Experienced","Party A","Male"
"1242",63,1,"B",1,"B","Tax Cuts","Veteran","Party A","Female"
"1243",63,2,"A",1,"A","Tax Cuts","Veteran","Party A","Male"
"1244",63,2,"B",0,"A","Climate Change Action","Experienced","Party B","Male"
"1245",63,3,"A",0,"B","Healthcare Reform","Veteran","Party A","Female"
"1246",63,3,"B",1,"B","Climate Change Action","Veteran","Party A","Male"
"1247",63,4,"A",1,"A","Healthcare Reform","Experienced","Party B","Male"
"1248",63,4,"B",0,"A","Healthcare Reform","Experienced","Party B","Female"
"1249",63,5,"A",1,"A","Tax Cuts","Experienced","Party A","Male"
"1250",63,5,"B",0,"A","Climate Change Action","Experienced","Party A","Female"
"1251",63,6,"A",1,"A","Healthcare Reform","Experienced","Party A","Female"
"1252",63,6,"B",0,"A","Climate Change Action","Experienced","Party B","Female"
"1253",63,7,"A",1,"A","Healthcare Reform","Veteran","Party B","Female"
"1254",63,7,"B",0,"A","Tax Cuts","Experienced","Party A","Male"
"1255",63,8,"A",1,"A","Climate Change Action","Veteran","Party A","Female"
"1256",63,8,"B",0,"A","Healthcare Reform","Newcomer","Party A","Female"
"1257",63,9,"A",0,"B","Climate Change Action","Newcomer","Party B","Male"
"1258",63,9,"B",1,"B","Climate Change Action","Experienced","Party B","Female"
"1259",63,10,"A",1,"A","Healthcare Reform","Newcomer","Party B","Male"
"1260",63,10,"B",0,"A","Healthcare Reform","Experienced","Party B","Female"
"1261",64,1,"A",1,"A","Climate Change Action","Veteran","Party B","Female"
"1262",64,1,"B",0,"A","Healthcare Reform","Newcomer","Party B","Male"
"1263",64,2,"A",1,"A","Climate Change Action","Experienced","Party B","Male"
"1264",64,2,"B",0,"A","Healthcare Reform","Newcomer","Party B","Female"
"1265",64,3,"A",0,"B","Climate Change Action","Veteran","Party B","Female"
"1266",64,3,"B",1,"B","Tax Cuts","Veteran","Party A","Female"
"1267",64,4,"A",1,"A","Tax Cuts","Veteran","Party A","Male"
"1268",64,4,"B",0,"A","Healthcare Reform","Experienced","Party A","Female"
"1269",64,5,"A",1,"A","Tax Cuts","Veteran","Party A","Male"
"1270",64,5,"B",0,"A","Climate Change Action","Experienced","Party A","Male"
"1271",64,6,"A",1,"A","Healthcare Reform","Experienced","Party A","Male"
"1272",64,6,"B",0,"A","Healthcare Reform","Veteran","Party B","Male"
"1273",64,7,"A",0,"B","Healthcare Reform","Experienced","Party B","Female"
"1274",64,7,"B",1,"B","Tax Cuts","Veteran","Party A","Female"
"1275",64,8,"A",1,"A","Tax Cuts","Newcomer","Party A","Female"
"1276",64,8,"B",0,"A","Healthcare Reform","Veteran","Party A","Male"
"1277",64,9,"A",1,"A","Climate Change Action","Veteran","Party A","Male"
"1278",64,9,"B",0,"A","Tax Cuts","Newcomer","Party A","Female"
"1279",64,10,"A",0,"B","Tax Cuts","Newcomer","Party B","Male"
"1280",64,10,"B",1,"B","Tax Cuts","Newcomer","Party A","Male"
"1281",65,1,"A",1,"A","Tax Cuts","Newcomer","Party B","Female"
"1282",65,1,"B",0,"A","Tax Cuts","Experienced","Party A","Female"
"1283",65,2,"A",1,"A","Climate Change Action","Newcomer","Party A","Female"
"1284",65,2,"B",0,"A","Climate Change Action","Newcomer","Party B","Female"
"1285",65,3,"A",0,"B","Climate Change Action","Experienced","Party A","Male"
"1286",65,3,"B",1,"B","Tax Cuts","Experienced","Party B","Female"
"1287",65,4,"A",0,"B","Tax Cuts","Veteran","Party B","Female"
"1288",65,4,"B",1,"B","Climate Change Action","Veteran","Party A","Female"
"1289",65,5,"A",1,"A","Tax Cuts","Experienced","Party B","Male"
"1290",65,5,"B",0,"A","Tax Cuts","Experienced","Party B","Female"
"1291",65,6,"A",1,"A","Tax Cuts","Newcomer","Party A","Female"
"1292",65,6,"B",0,"A","Healthcare Reform","Experienced","Party A","Female"
"1293",65,7,"A",0,"B","Healthcare Reform","Experienced","Party A","Male"
"1294",65,7,"B",1,"B","Climate Change Action","Newcomer","Party B","Female"
"1295",65,8,"A",1,"A","Healthcare Reform","Veteran","Party B","Female"
"1296",65,8,"B",0,"A","Climate Change Action","Veteran","Party B","Male"
"1297",65,9,"A",1,"A","Healthcare Reform","Experienced","Party A","Female"
"1298",65,9,"B",0,"A","Tax Cuts","Veteran","Party B","Female"
"1299",65,10,"A",1,"A","Climate Change Action","Newcomer","Party B","Female"
"1300",65,10,"B",0,"A","Climate Change Action","Newcomer","Party A","Male"
"1301",66,1,"A",1,"A","Tax Cuts","Veteran","Party A","Male"
"1302",66,1,"B",0,"A","Climate Change Action","Veteran","Party A","Male"
"1303",66,2,"A",0,"B","Tax Cuts","Experienced","Party B","Female"
"1304",66,2,"B",1,"B","Healthcare Reform","Experienced","Party B","Female"
"1305",66,3,"A",1,"A","Climate Change Action","Newcomer","Party B","Female"
"1306",66,3,"B",0,"A","Healthcare Reform","Veteran","Party A","Female"
"1307",66,4,"A",1,"A","Healthcare Reform","Newcomer","Party A","Female"
"1308",66,4,"B",0,"A","Tax Cuts","Newcomer","Party A","Male"
"1309",66,5,"A",1,"A","Climate Change Action","Newcomer","Party A","Female"
"1310",66,5,"B",0,"A","Climate Change Action","Veteran","Party B","Male"
"1311",66,6,"A",1,"A","Healthcare Reform","Newcomer","Party B","Male"
"1312",66,6,"B",0,"A","Climate Change Action","Newcomer","Party A","Male"
"1313",66,7,"A",1,"A","Climate Change Action","Experienced","Party A","Male"
"1314",66,7,"B",0,"A","Healthcare Reform","Experienced","Party B","Female"
"1315",66,8,"A",0,"B","Climate Change Action","Experienced","Party B","Female"
"1316",66,8,"B",1,"B","Tax Cuts","Newcomer","Party A","Female"
"1317",66,9,"A",1,"A","Climate Change Action","Experienced","Party A","Male"
"1318",66,9,"B",0,"A","Healthcare Reform","Experienced","Party A","Female"
"1319",66,10,"A",1,"A","Healthcare Reform","Veteran","Party B","Female"
"1320",66,10,"B",0,"A","Climate Change Action","Experienced","Party A","Male"
"1321",67,1,"A",1,"A","Healthcare Reform","Newcomer","Party B","Male"
"1322",67,1,"B",0,"A","Healthcare Reform","Veteran","Party A","Male"
"1323",67,2,"A",1,"A","Tax Cuts","Veteran","Party B","Male"
"1324",67,2,"B",0,"A","Climate Change Action","Experienced","Party B","Male"
"1325",67,3,"A",1,"A","Tax Cuts","Veteran","Party B","Male"
"1326",67,3,"B",0,"A","Climate Change Action","Experienced","Party B","Male"
"1327",67,4,"A",1,"A","Tax Cuts","Veteran","Party B","Male"
"1328",67,4,"B",0,"A","Climate Change Action","Newcomer","Party A","Female"
"1329",67,5,"A",0,"B","Climate Change Action","Newcomer","Party B","Female"
"1330",67,5,"B",1,"B","Tax Cuts","Newcomer","Party A","Male"
"1331",67,6,"A",0,"B","Climate Change Action","Newcomer","Party B","Male"
"1332",67,6,"B",1,"B","Climate Change Action","Veteran","Party A","Female"
"1333",67,7,"A",0,"B","Climate Change Action","Newcomer","Party A","Male"
"1334",67,7,"B",1,"B","Healthcare Reform","Newcomer","Party A","Female"
"1335",67,8,"A",1,"A","Healthcare Reform","Veteran","Party B","Female"
"1336",67,8,"B",0,"A","Climate Change Action","Experienced","Party A","Female"
"1337",67,9,"A",1,"A","Climate Change Action","Veteran","Party B","Female"
"1338",67,9,"B",0,"A","Climate Change Action","Veteran","Party A","Female"
"1339",67,10,"A",1,"A","Tax Cuts","Experienced","Party B","Male"
"1340",67,10,"B",0,"A","Climate Change Action","Newcomer","Party A","Female"
"1341",68,1,"A",1,"A","Healthcare Reform","Experienced","Party A","Female"
"1342",68,1,"B",0,"A","Healthcare Reform","Veteran","Party B","Female"
"1343",68,2,"A",1,"A","Tax Cuts","Experienced","Party A","Female"
"1344",68,2,"B",0,"A","Climate Change Action","Experienced","Party A","Female"
"1345",68,3,"A",1,"A","Tax Cuts","Veteran","Party B","Female"
"1346",68,3,"B",0,"A","Healthcare Reform","Experienced","Party B","Male"
"1347",68,4,"A",1,"A","Healthcare Reform","Experienced","Party A","Male"
"1348",68,4,"B",0,"A","Healthcare Reform","Veteran","Party B","Male"
"1349",68,5,"A",0,"B","Tax Cuts","Experienced","Party A","Female"
"1350",68,5,"B",1,"B","Tax Cuts","Experienced","Party B","Female"
"1351",68,6,"A",1,"A","Tax Cuts","Experienced","Party A","Female"
"1352",68,6,"B",0,"A","Tax Cuts","Experienced","Party A","Male"
"1353",68,7,"A",1,"A","Climate Change Action","Newcomer","Party B","Male"
"1354",68,7,"B",0,"A","Climate Change Action","Experienced","Party B","Female"
"1355",68,8,"A",1,"A","Healthcare Reform","Newcomer","Party A","Female"
"1356",68,8,"B",0,"A","Healthcare Reform","Veteran","Party B","Male"
"1357",68,9,"A",0,"B","Healthcare Reform","Newcomer","Party B","Male"
"1358",68,9,"B",1,"B","Tax Cuts","Veteran","Party A","Male"
"1359",68,10,"A",0,"B","Tax Cuts","Newcomer","Party A","Female"
"1360",68,10,"B",1,"B","Climate Change Action","Veteran","Party B","Male"
"1361",69,1,"A",1,"A","Healthcare Reform","Experienced","Party B","Female"
"1362",69,1,"B",0,"A","Healthcare Reform","Veteran","Party B","Female"
"1363",69,2,"A",1,"A","Climate Change Action","Veteran","Party A","Female"
"1364",69,2,"B",0,"A","Climate Change Action","Newcomer","Party B","Male"
"1365",69,3,"A",1,"A","Healthcare Reform","Experienced","Party B","Male"
"1366",69,3,"B",0,"A","Healthcare Reform","Newcomer","Party B","Female"
"1367",69,4,"A",0,"B","Healthcare Reform","Newcomer","Party B","Female"
"1368",69,4,"B",1,"B","Healthcare Reform","Veteran","Party A","Male"
"1369",69,5,"A",1,"A","Tax Cuts","Newcomer","Party B","Female"
"1370",69,5,"B",0,"A","Healthcare Reform","Newcomer","Party B","Male"
"1371",69,6,"A",1,"A","Tax Cuts","Veteran","Party A","Male"
"1372",69,6,"B",0,"A","Climate Change Action","Newcomer","Party B","Male"
"1373",69,7,"A",1,"A","Tax Cuts","Experienced","Party B","Female"
"1374",69,7,"B",0,"A","Climate Change Action","Newcomer","Party A","Female"
"1375",69,8,"A",1,"A","Healthcare Reform","Experienced","Party B","Female"
"1376",69,8,"B",0,"A","Healthcare Reform","Newcomer","Party A","Female"
"1377",69,9,"A",0,"B","Climate Change Action","Experienced","Party A","Female"
"1378",69,9,"B",1,"B","Climate Change Action","Veteran","Party A","Male"
"1379",69,10,"A",1,"A","Tax Cuts","Veteran","Party A","Male"
"1380",69,10,"B",0,"A","Healthcare Reform","Veteran","Party B","Female"
"1381",70,1,"A",0,"B","Tax Cuts","Veteran","Party A","Female"
"1382",70,1,"B",1,"B","Tax Cuts","Newcomer","Party B","Female"
"1383",70,2,"A",1,"A","Tax Cuts","Experienced","Party A","Female"
"1384",70,2,"B",0,"A","Climate Change Action","Veteran","Party A","Female"
"1385",70,3,"A",1,"A","Healthcare Reform","Experienced","Party A","Male"
"1386",70,3,"B",0,"A","Healthcare Reform","Veteran","Party B","Female"
"1387",70,4,"A",0,"B","Tax Cuts","Veteran","Party A","Female"
"1388",70,4,"B",1,"B","Healthcare Reform","Newcomer","Party A","Male"
"1389",70,5,"A",0,"B","Healthcare Reform","Veteran","Party A","Male"
"1390",70,5,"B",1,"B","Tax Cuts","Veteran","Party B","Male"
"1391",70,6,"A",1,"A","Healthcare Reform","Experienced","Party B","Female"
"1392",70,6,"B",0,"A","Tax Cuts","Newcomer","Party A","Female"
"1393",70,7,"A",0,"B","Tax Cuts","Veteran","Party B","Male"
"1394",70,7,"B",1,"B","Tax Cuts","Veteran","Party A","Female"
"1395",70,8,"A",0,"B","Tax Cuts","Veteran","Party B","Male"
"1396",70,8,"B",1,"B","Tax Cuts","Experienced","Party B","Female"
"1397",70,9,"A",0,"B","Tax Cuts","Veteran","Party A","Female"
"1398",70,9,"B",1,"B","Healthcare Reform","Veteran","Party A","Male"
"1399",70,10,"A",1,"A","Tax Cuts","Experienced","Party A","Male"
"1400",70,10,"B",0,"A","Tax Cuts","Newcomer","Party B","Female"
"1401",71,1,"A",1,"A","Climate Change Action","Experienced","Party A","Female"
"1402",71,1,"B",0,"A","Climate Change Action","Newcomer","Party A","Female"
"1403",71,2,"A",0,"B","Climate Change Action","Newcomer","Party A","Female"
"1404",71,2,"B",1,"B","Tax Cuts","Newcomer","Party B","Male"
"1405",71,3,"A",0,"B","Tax Cuts","Experienced","Party B","Female"
"1406",71,3,"B",1,"B","Tax Cuts","Experienced","Party A","Female"
"1407",71,4,"A",1,"A","Tax Cuts","Newcomer","Party B","Male"
"1408",71,4,"B",0,"A","Tax Cuts","Experienced","Party A","Female"
"1409",71,5,"A",1,"A","Climate Change Action","Veteran","Party B","Female"
"1410",71,5,"B",0,"A","Healthcare Reform","Experienced","Party A","Female"
"1411",71,6,"A",1,"A","Healthcare Reform","Newcomer","Party B","Female"
"1412",71,6,"B",0,"A","Tax Cuts","Veteran","Party B","Male"
"1413",71,7,"A",1,"A","Climate Change Action","Experienced","Party B","Male"
"1414",71,7,"B",0,"A","Healthcare Reform","Veteran","Party B","Female"
"1415",71,8,"A",0,"B","Climate Change Action","Experienced","Party B","Female"
"1416",71,8,"B",1,"B","Climate Change Action","Veteran","Party A","Male"
"1417",71,9,"A",1,"A","Tax Cuts","Veteran","Party B","Female"
"1418",71,9,"B",0,"A","Healthcare Reform","Experienced","Party A","Male"
"1419",71,10,"A",1,"A","Tax Cuts","Newcomer","Party B","Male"
"1420",71,10,"B",0,"A","Healthcare Reform","Newcomer","Party A","Female"
"1421",72,1,"A",1,"A","Healthcare Reform","Veteran","Party B","Male"
"1422",72,1,"B",0,"A","Healthcare Reform","Experienced","Party B","Male"
"1423",72,2,"A",1,"A","Climate Change Action","Experienced","Party A","Female"
"1424",72,2,"B",0,"A","Healthcare Reform","Experienced","Party A","Female"
"1425",72,3,"A",1,"A","Healthcare Reform","Experienced","Party B","Male"
"1426",72,3,"B",0,"A","Healthcare Reform","Experienced","Party A","Male"
"1427",72,4,"A",1,"A","Tax Cuts","Veteran","Party A","Male"
"1428",72,4,"B",0,"A","Healthcare Reform","Newcomer","Party B","Male"
"1429",72,5,"A",1,"A","Climate Change Action","Veteran","Party B","Male"
"1430",72,5,"B",0,"A","Tax Cuts","Experienced","Party B","Male"
"1431",72,6,"A",1,"A","Healthcare Reform","Experienced","Party A","Female"
"1432",72,6,"B",0,"A","Tax Cuts","Newcomer","Party B","Female"
"1433",72,7,"A",1,"A","Healthcare Reform","Newcomer","Party A","Female"
"1434",72,7,"B",0,"A","Climate Change Action","Veteran","Party B","Female"
"1435",72,8,"A",1,"A","Healthcare Reform","Veteran","Party A","Male"
"1436",72,8,"B",0,"A","Healthcare Reform","Experienced","Party B","Female"
"1437",72,9,"A",1,"A","Climate Change Action","Veteran","Party B","Female"
"1438",72,9,"B",0,"A","Climate Change Action","Newcomer","Party B","Male"
"1439",72,10,"A",0,"B","Healthcare Reform","Newcomer","Party B","Male"
"1440",72,10,"B",1,"B","Climate Change Action","Veteran","Party B","Female"
"1441",73,1,"A",1,"A","Climate Change Action","Experienced","Party B","Male"
"1442",73,1,"B",0,"A","Healthcare Reform","Newcomer","Party B","Male"
"1443",73,2,"A",1,"A","Tax Cuts","Newcomer","Party B","Female"
"1444",73,2,"B",0,"A","Tax Cuts","Newcomer","Party B","Male"
"1445",73,3,"A",1,"A","Tax Cuts","Newcomer","Party A","Male"
"1446",73,3,"B",0,"A","Climate Change Action","Experienced","Party B","Female"
"1447",73,4,"A",1,"A","Climate Change Action","Newcomer","Party A","Female"
"1448",73,4,"B",0,"A","Healthcare Reform","Newcomer","Party A","Female"
"1449",73,5,"A",1,"A","Climate Change Action","Experienced","Party B","Male"
"1450",73,5,"B",0,"A","Climate Change Action","Experienced","Party A","Male"
"1451",73,6,"A",1,"A","Climate Change Action","Newcomer","Party A","Male"
"1452",73,6,"B",0,"A","Tax Cuts","Veteran","Party A","Female"
"1453",73,7,"A",1,"A","Climate Change Action","Veteran","Party B","Female"
"1454",73,7,"B",0,"A","Healthcare Reform","Newcomer","Party B","Male"
"1455",73,8,"A",1,"A","Climate Change Action","Newcomer","Party A","Male"
"1456",73,8,"B",0,"A","Healthcare Reform","Experienced","Party A","Male"
"1457",73,9,"A",0,"B","Climate Change Action","Experienced","Party B","Male"
"1458",73,9,"B",1,"B","Tax Cuts","Newcomer","Party A","Male"
"1459",73,10,"A",1,"A","Climate Change Action","Experienced","Party A","Female"
"1460",73,10,"B",0,"A","Healthcare Reform","Experienced","Party B","Male"
"1461",74,1,"A",1,"A","Healthcare Reform","Experienced","Party B","Female"
"1462",74,1,"B",0,"A","Climate Change Action","Experienced","Party A","Female"
"1463",74,2,"A",0,"B","Climate Change Action","Experienced","Party A","Male"
"1464",74,2,"B",1,"B","Tax Cuts","Newcomer","Party A","Male"
"1465",74,3,"A",1,"A","Climate Change Action","Newcomer","Party B","Female"
"1466",74,3,"B",0,"A","Climate Change Action","Newcomer","Party B","Male"
"1467",74,4,"A",1,"A","Tax Cuts","Veteran","Party A","Female"
"1468",74,4,"B",0,"A","Tax Cuts","Newcomer","Party A","Male"
"1469",74,5,"A",0,"B","Climate Change Action","Newcomer","Party B","Male"
"1470",74,5,"B",1,"B","Healthcare Reform","Newcomer","Party A","Male"
"1471",74,6,"A",1,"A","Climate Change Action","Veteran","Party A","Female"
"1472",74,6,"B",0,"A","Healthcare Reform","Veteran","Party B","Female"
"1473",74,7,"A",1,"A","Healthcare Reform","Newcomer","Party B","Female"
"1474",74,7,"B",0,"A","Tax Cuts","Experienced","Party A","Male"
"1475",74,8,"A",1,"A","Tax Cuts","Newcomer","Party B","Female"
"1476",74,8,"B",0,"A","Climate Change Action","Newcomer","Party A","Female"
"1477",74,9,"A",1,"A","Tax Cuts","Experienced","Party A","Male"
"1478",74,9,"B",0,"A","Climate Change Action","Newcomer","Party B","Male"
"1479",74,10,"A",0,"B","Climate Change Action","Veteran","Party B","Female"
"1480",74,10,"B",1,"B","Tax Cuts","Newcomer","Party B","Female"
"1481",75,1,"A",0,"B","Healthcare Reform","Experienced","Party A","Male"
"1482",75,1,"B",1,"B","Healthcare Reform","Veteran","Party A","Female"
"1483",75,2,"A",0,"B","Healthcare Reform","Newcomer","Party A","Male"
"1484",75,2,"B",1,"B","Tax Cuts","Veteran","Party A","Female"
"1485",75,3,"A",1,"A","Healthcare Reform","Veteran","Party B","Male"
"1486",75,3,"B",0,"A","Climate Change Action","Experienced","Party B","Male"
"1487",75,4,"A",1,"A","Tax Cuts","Experienced","Party B","Male"
"1488",75,4,"B",0,"A","Healthcare Reform","Newcomer","Party B","Male"
"1489",75,5,"A",1,"A","Healthcare Reform","Newcomer","Party B","Female"
"1490",75,5,"B",0,"A","Tax Cuts","Experienced","Party B","Male"
"1491",75,6,"A",1,"A","Healthcare Reform","Experienced","Party B","Male"
"1492",75,6,"B",0,"A","Tax Cuts","Veteran","Party A","Male"
"1493",75,7,"A",1,"A","Climate Change Action","Veteran","Party A","Female"
"1494",75,7,"B",0,"A","Climate Change Action","Veteran","Party B","Male"
"1495",75,8,"A",1,"A","Climate Change Action","Experienced","Party B","Male"
"1496",75,8,"B",0,"A","Healthcare Reform","Veteran","Party B","Female"
"1497",75,9,"A",1,"A","Climate Change Action","Newcomer","Party A","Female"
"1498",75,9,"B",0,"A","Healthcare Reform","Veteran","Party A","Female"
"1499",75,10,"A",1,"A","Tax Cuts","Newcomer","Party B","Male"
"1500",75,10,"B",0,"A","Healthcare Reform","Newcomer","Party A","Male"
"1501",76,1,"A",1,"A","Healthcare Reform","Experienced","Party B","Male"
"1502",76,1,"B",0,"A","Tax Cuts","Veteran","Party A","Male"
"1503",76,2,"A",0,"B","Climate Change Action","Veteran","Party B","Male"
"1504",76,2,"B",1,"B","Climate Change Action","Experienced","Party A","Female"
